transaction_id,date,amount,flow_purpose,category,subcategory,item_name,source_id,asset_id,pass_num,deal_id,entity_id,entity_type
389e2715-892a-491d-aa21-4abd71f18ecc,2025-10-01,-6.468625265300419e-09,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
b8da1704-2249-4541-ac2c-4fa1c828709d,2025-11-01,-1.330358065741544e-05,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
76031e57-02fe-4a72-a07e-b9d3e1b291c2,2025-12-01,-0.010247201457935609,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
bdc33f9d-7d76-42ca-889f-5be652391b29,2026-01-01,-2.97091583603522,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
e1c46eb8-0b6d-4b7a-b68d-2cd8bd420046,2026-02-01,-326.399738716903,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
d53e7939-2868-4df6-b4ef-294c6bab2a7c,2026-03-01,-13709.558613888523,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
ea99fe7b-9374-41de-8533-04d6b0eb3d3e,2026-04-01,-222562.4327321107,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
f20f4abb-c9ab-4200-8b3d-d3ae23d21310,2026-05-01,-1413413.26862609,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
1a79f876-2d05-4138-be8c-348a3dd2eef7,2026-06-01,-3549985.359112846,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
010c46ff-672e-488f-b564-f38df405616d,2026-07-01,-3549985.359112846,Capital Use,Capital,Hard Costs,Construction - Core & Shell,3220839d-076e-4f4d-9435-be8a9e264c27,b7e4a002-ae7f-46d2-a7de-0dd45a9a6d0d,1,,,
